no_college,college
-1147.1590382886798,11848.073105951738
-1919.2566134607596,-22192.628811742332
-8541.73898029329,-12480.111915837431
-1241.1650389571423,-24371.164778859315
700.1034698671247,-34494.867333570204
-7099.389765975084,-1298.9906232580638
3945.8787125948666,20526.724183006194
14.286241586987217,6337.917569465904
-16884.53315552665,-616.2399856961838
-14532.341297264129,-2165.424606973691
17829.244242033346,-28852.45564914163
3100.9908047246813,7867.880885224531
-1567.6693953108916,-26180.053093746592
1387.2758402505824,-37090.19212659605
3725.057391313664,-14939.269922200196
-10354.803278122867,13029.833009101048
738.9307434265729,-13541.120979342375
12867.822046062995,-20987.769942490304
10746.602055996362,-18990.05430361661
-2347.97379673721,20028.60846921651
-317.2706480366951,-14772.828314733899
-5232.28211037065,-6848.096683719139
6362.801318623894,4042.5600448148516
-14261.728798358155,58294.538067587164
10541.963176523139,-44411.729679270626
12995.061010084468,-12337.498066222235
14501.831987969479,-20857.659383762002
-12627.210506098907,22754.502291449164
-2411.999603715497,4446.101734951266
3954.109482424345,1230.0637371397956
-8843.214288317258,13215.190082567025
-5325.077239498114,26766.65405188945
21524.905860742336,-8121.961254998269
-9076.42790159843,22743.904505260864
4540.248372249911,3005.433250463154
4348.530714778313,-22230.53948312427
-13518.865823826336,3582.6722796729887
1329.3410492561943,21408.893061294868
7368.079468772152,-8587.147371534084
5224.410337768113,-2662.0663321866045
-13131.26571158247,-3980.542443421775
2339.629930463101,24783.391675293497
3843.269044656887,-24297.643741935535
-8723.424549592786,-8965.52249534203
10935.707698202003,1126.7133790969635
-18618.11278025437,37444.764223830345
-11980.100060394449,23829.036119608074
10146.94344466699,-93.13415268857898
6273.238948703781,1250.2400315902132
-3553.471615096065,32662.648567507556
-1647.2027275357054,-8063.557396238628
-1571.388560147777,-1861.2195619785703
-20275.877364784094,8454.864659949732
-15766.456837928816,12962.212452241476
1467.85264428983,-12530.151199806929
14915.386012569237,-39982.41899714251
506.2704992827503,-15621.775592035201
-6842.98440863025,-4753.377964556994
12260.958756758724,13352.633054854388
10884.148606040122,-1321.4950957762803
-10807.574309389198,37639.65408681334
-200.068444401315,-7860.54016655438
-387.2864412709606,4531.675287126036
-3926.244816806151,18765.175145211848
236.1166358268065,27632.242339192828
4295.440360842623,14083.271423695227
-209.23214530917176,-7691.313345726683
-2803.2243768752737,12767.398388702853
-6420.90154618879,27211.724052832673
18488.963656262484,-18107.878486115384
-8567.884177962515,-6143.422682789556
-13490.150456401032,-26738.195440597592
6029.390629031333,-39341.84601940883
-9467.05548574166,1673.2577214786038
-8460.949157444906,6412.164477881657
-4380.992400500199,21302.951232379288
23690.123858325787,-37008.18697597784
-5302.741677779715,11450.746703973213
-2836.738100969993,-4150.462828853224
6342.203418428041,-12325.318304963415
-4722.127739804285,10685.736050323889
-897.9324320861297,13346.711900636856
4434.558890367971,-26199.283664941493
5081.590232291013,-32909.4184861151
1647.5941835035808,-1277.8175372225683
-7151.92539366412,351.9985591128634
4583.117012205106,-19868.444280601034
-1267.116123415567,14720.036541221854
-12031.456624014218,267.99670720032464
7860.124110853465,-30668.715522521838
10905.417391703377,-33703.57071451851
-2228.677346075225,-2280.8637177268165
-8856.634975204006,15816.87830718162
-21033.660472233118,-4701.658046673474
-2377.163738950636,31214.00739887348
3616.314066832715,-331.8387719355552
-16175.282385068089,5711.508704588465
4361.126199307455,-28808.120425538735
5702.638030909749,-38826.541645233956
-15602.067655292107,42493.22838527271
-5744.04335669847,37303.141590834035
-7461.423996718035,8286.27575258412
11282.682463092911,-16864.097424705004
12453.04648520232,-31434.025371425734
-25115.869663069134,16484.737078320286
-8412.685008703735,19149.00081020627
-2161.196584770185,-3387.5732833251536
3551.747294762323,-18610.924173754218
92.15932662518617,11102.736995296229
6393.929977692804,-6489.214960466746
-4761.997488362627,9912.034662758975
2544.9142290685145,-1336.5428074255146
15201.475335668914,-20634.908321155115
12724.38639594645,-2443.6355395800083
-5220.099556266805,10022.278974866482
3764.5277633534333,-21267.309583481117
5755.3685678262955,-17885.3546438234
-4366.401234762808,-15711.958561725865
-4777.605574681324,31831.06936577874
19349.633803181994,-69407.86788112186
-336.0011543139517,24520.750275240993
6598.250182851712,-8359.930005978462
10051.478718955363,19346.31776034861
2731.031556218398,-23775.025720291174
10184.489673300288,-11626.2089196754
-3421.416037793416,-16872.49041098577
17077.43984780211,-6259.704880331473
-10754.442940578243,10836.026812176617
-10527.422958077412,28843.327774194313
3017.120457947939,-29754.94379142532
-5655.6685980786315,8972.571242264748
-2782.1880660056404,13741.298806335166
-15860.346210517197,3877.1379558691488
6694.961173663168,29141.30178269909
13852.020448781692,-25139.156726132194
-16795.67204993811,8912.376098725192
-97.60890425518892,14819.203498726127
1297.002640758943,18839.112288107557
11750.277998677375,-27697.878560792968
2475.1867808283428,10595.493572707188
13287.925682009418,-38957.781723985536
-18790.630412886632,27065.713287559516
-2140.909137266184,27383.526680785446
-1920.7624304084143,-11908.642100220895
-9083.045180414847,-8430.793477874373
-6889.3566034314545,5636.705571572543
4723.788060957061,-13739.409883076853
27604.504415794363,-42196.16742258472
5528.183808617628,-31336.319248671494
-7153.769223750082,-3548.9186300237297
-5106.687531082525,-7742.870236133662
15214.347591521337,-39585.38885783513
-3828.1975780813837,7604.709157156916
-8840.3112352693,-4973.361053855811
5132.663037730982,19928.57794010876
3548.233482437862,-4890.666446239398
-9622.921465747084,-599.4693775884962
19174.40916066568,4906.075524655786
2596.357763516064,15339.055838226925
-3926.4776898585797,11493.842746436027
15742.515545598813,-27063.94081794847
-10475.953980582137,19679.091767084938
-2417.3513346186082,49515.81639286252
-2298.356971513873,10067.132696164454
134.79433268112962,3443.3943458383105
-3303.9872375388322,-8413.07096896939
12121.336728964856,-34670.886968167775
10580.462030362665,4350.680590108461
8929.462031798059,-3329.2733164557
10511.76249342832,-12385.122998017969
-4177.191307452469,-2930.6974267994815
6895.527742449442,-9236.386533868068
20940.878892839733,-36352.55204588919
-14619.551720742998,-6256.080272304348
19801.908855073158,-38074.072885477646
-23638.787373225736,23024.152594958683
19285.89953947221,-5061.687499963031
-21312.070999261785,50070.999699536296
7736.670873951467,13350.862391725519
23105.708882106417,-12771.710255700826
2108.6454487514493,19770.732484961183
-16644.821646480894,20684.518614626897
-10002.796520698856,-6285.771251901657
-10383.573606729466,4005.3889258239838
4031.9285486045246,-24745.686629203257
-14401.102039923617,-6024.775113675359
6339.156261862407,7524.788987449488
-19752.627460080912,-6683.939631901626
3165.444116572724,-5062.42413744218
3025.2974431414627,11975.848643904934
11874.686373522667,2371.5856276109444
11054.893561204863,-14458.937978936048
7057.40976557036,-16134.929451486201
12804.407302216536,1431.7052431981188
6684.653335143721,-5319.154830951846
-10539.47971972749,12648.62553314559
19026.173325613858,-13772.810464671722
8302.447278035406,-12660.878793992952
-7390.9713963001695,-24097.194778420773
-14279.291140422727,21622.9099474537
-13633.762069550836,10314.632216200636
9386.772077455833,-39453.57204028039
-8639.502584004267,-5601.194764943559
-2205.5452563444087,-5227.42751139004
7311.888043754575,-10624.657643393948
-2918.924400071267,-19109.172888331705
11224.107184570601,-8675.496070382485
8531.747335003809,1972.5740560289476
2928.2705145744158,-25531.25420142761
13446.41419577278,-22864.80939654546
7492.829103734916,-25014.797922838283
8815.493240763371,-1732.6719853636073
14384.909193108211,-26505.925884510852
6267.888681167782,18175.79825382065
-12956.482797243088,19846.10415231011
10742.715302873836,21342.482460271134
348.099648507422,24951.953891969446
-3720.1103391819834,16944.593511236497
-16615.866572136147,16498.146543748382
-10826.88202103461,31599.379757308263
-1118.4839825302806,13114.515475134629
-23003.61765714264,26946.055946293818
70.0298963191808,18681.708043801933
-5899.011149708598,-14592.258717376058
4061.3430496121696,781.0059063061469
971.7845551806286,10218.264396393895
8860.796627194188,-3293.7858851571264
-2946.191894237055,162.12053396973704
1536.419216412141,-3303.578292005813
3937.893256833683,-38586.728048807934
-9950.950197553015,-12765.520931790536
-19572.295018681925,11053.147252172519
-11170.501477509828,21559.032551377695
6793.7279158450065,-4054.948190186473
-28202.923231007502,29969.467721761685
1295.251833681183,-11533.28182936185
31777.159559578446,-40502.291996522494
-4231.812642545022,-6701.0213245044615
2212.0574342007744,-2579.1038863847425
16608.2155538894,-48194.003315423404
3089.8514093362373,1751.9043003496627
7028.075504558214,-29925.59919286162
12184.918425906848,-5283.495687601589
-8204.56391781066,26922.522639922587
-9821.39009424889,7502.547262208898
-2754.533465842056,4921.128669598349
2783.625203993728,28813.079976081735
-2997.5512177097935,6283.885462877777
14632.06135614611,-29993.278292460567
209.05627466045007,-27610.29989813081
-5539.105058191205,17039.816508593154
1801.4353268561213,-20156.578424007104
19337.19491296517,-31701.529732454645
-18186.036316467827,-6596.0233131478735
-15935.270956516491,990.7892532536471
-2691.436100793478,20152.15768807507
-1458.170131570716,16101.370037540244
-6970.230264332593,4252.968939795561
-6298.542549796783,4842.107754618244
-9218.842308221056,25000.41839974106
-1929.4833903371534,10729.114932254739
-5605.501889668202,-20461.43549766685
3102.701026779735,-22384.7467398713
20231.755856587442,-42155.89522205902
5313.8513885589755,2203.9978941106965
-4630.221579505071,28207.998945892195
3560.3351944545566,-30815.049241280176
6948.009972866451,-29733.77334401628
-13378.415491715954,12015.935671769083
-3363.387283718177,35832.17405026578
5972.414645083994,21463.31158605375
545.3872126488169,-2599.9197796703284
2236.595807449519,-14832.793615298742
27519.096835522556,-39368.847258818816
14774.478459490067,-19931.190592377887
9470.745237708608,-25611.782717565104
6039.215678573657,-6196.092875382037
7409.953258066116,-9205.678001691735
-9732.023372849817,21917.611399712776
7096.335369933606,10137.795668006695
-8633.844813694715,42440.439605364976
1012.4988218621043,-1669.9856126552288
5302.947245612292,-20098.279545920857
5909.612882681871,7576.031411431706
1410.6706617169302,-9525.999074037796
-5038.68870574838,40080.62629567214
20590.61431749548,-2213.2646114606014
-1786.6354117870696,22176.828035405848
-14058.607932716073,20464.717918270497
-4739.089629391256,-13207.299912512502
169.82574185867634,-36121.72602296057
-12135.907848386332,27735.702986867993
-20245.534636798,17043.293308733315
-921.1275775797635,-5706.072838798062
7737.090637049853,31664.411508998808
5534.127665879729,-22579.682339639145
-6586.136739250327,37074.59440114476
-11798.072381641181,12825.283299331903
-10734.068011287944,39296.94224370381
4951.262673271392,-4914.881292108623
8799.844906471688,16883.238321743145
3081.8632565744174,3163.944721885582
-2626.879508329719,-2606.705643922331
5635.218128905898,8822.947008487503
-5439.871430004746,-18784.60425602756
-16631.784721105934,-2030.3955198072445
5450.019422411957,-12262.12201409368
-1676.3540044868241,-15333.906817397106
-12874.150212333596,6079.926841797973
4311.778351023704,-1694.0589324771254
-3092.097619226327,822.4451581581773
-1449.9347060435289,18068.601630780297
15475.609742719582,-26749.672080056793
13582.289909674524,-8536.245262651646
-7150.1210982293505,-15476.40764644698
9204.824322775057,-3106.5693688779584
18551.08745060594,-51691.78570242828
19775.899052821853,17495.19046590877
-8368.701591876092,-30380.711784223946
-14567.123674678889,-6038.161252735636
-3440.922050020096,-1627.81396274196
-9978.53752567206,143.15206393212475
-13998.825353470864,18025.181736207807
8641.812483549958,-12193.811903943148
-1866.7532322854975,-4797.0106024031065
-12698.288965683321,9925.07905523433
6258.3283695360315,-3985.68455897113
-6702.299034247919,21330.19084189927
-5429.109777820153,-28917.03275829347
4713.843927312943,-30995.204268625457
6668.976390015999,-19838.874143376368
16510.736380082806,-54871.41648938681
15331.70577669152,-32291.425842299774
-10666.191946035053,13974.437219070098
-6413.304758138282,6784.544466277508
9361.98693844919,-55362.097719882375
-22528.82330439123,16243.125288606936
3366.360425278533,-6461.245020217684
-6214.920313773791,1060.6963050441452
-1375.7019086903324,2892.308636849486
15565.20028514061,-25179.317097751984
-2255.032535831466,-30151.634648620016
736.8984851521182,8228.08085579983
3131.875594867015,31574.437279849855
-4959.270065491095,12232.964530901987
-1561.109180970484,-9977.717484029848
19923.351472415663,-14621.790712856404
1584.1163930558855,3629.458771829811
-21082.863120074726,15414.405278891201
8086.356833161972,-31378.87114950456
-11102.83910840078,-15584.760583674532
-2060.005140620772,7131.017974809711
371.6974397361528,19030.690439607923
-4632.275825817003,-4186.178132864962
-8113.251740025966,522.5051930253253
4755.962710195889,9173.23822315332
4916.36296295778,1255.4915127890238
-20707.335677782772,24021.941689173662
720.1769135122831,-18996.245630522055
-32205.19516823188,58091.01615794613
4008.269835071018,27856.631831781353
4695.963761476286,-26915.11181192741
2143.255362513396,23841.826992086357
-2339.951945709866,8700.492667776063
-14295.449519018552,31761.574135987008
-201.06889801774014,21856.97186804987
3704.0723246840626,23782.052042092328
1700.7451717968197,19612.190976569447
9599.923896573782,-19927.30445113593
7365.38144929983,-29939.78389547531
1141.4800276850847,3504.237532799025
10311.00892762016,12020.935749418706
7054.206758186179,-1926.4826175331389
12351.461767724366,-10100.96668015469
-27626.119094858426,26184.104123516743
-6412.452334127679,-18366.617520594373
-11583.659884672881,52635.506650560616
-1489.7430222495052,-1699.5533704599213
4512.250220235663,-881.9693000877985
-8663.25834496401,25132.99714448995
413.77715722023686,4716.864415223953
-2099.3874672189077,34621.58749067136
-6054.779821238768,11048.283090913576
18711.81135247418,-13950.214698380703
3317.1299097234755,-13460.046491509585
7422.709343507082,-13202.354163233358
9872.992590869635,-11627.874378982267
105.47975566459081,17866.45458782845
-10765.355246719217,15641.136725613278
-335.3707353578643,-9419.729964353934
6836.151880068516,-22542.5202304512
1383.4998252098019,-5295.540249077822
1833.0932613100158,-10465.858804892998
-16756.670689241393,21282.585202170445
-1767.2494388673913,-188.0810937847952
662.2696044197137,-24235.94413042852
7247.605989291584,9131.193597077878
-432.8538880651613,-18421.05744437892
2169.738047383903,26392.839032295928
-2156.1894465616333,8598.523911072092
-2103.83436458855,19438.547163761483
-9091.517349013424,24249.30654083662
8678.780858290538,-36647.01123021018
5147.041277079227,-36597.43607867152
-4366.830115836734,-34273.76995670534
-11064.208187521745,24492.533280226373
-7227.469588374973,3521.612276333626
-1628.3930020261596,-13505.91772432212
-12787.51571306687,37154.688972245654
5412.1040076230865,6120.098284648381
19333.21026785417,-57200.65620576986
576.6106441957495,-2641.1429655394195
3182.12933269287,-23005.745525969258
6652.691816515931,-45840.87390484077
8960.20080313948,14154.281315051776
-9062.987978780295,21507.877466785747
-7553.895080623753,-16629.171193801292
-3876.6411880614064,6653.873939347213
-7161.752247915086,10651.78585088877
-6930.460609706996,21831.737998089666
2879.5884667489954,-654.776148047926
-6857.8993057653815,-6254.286872936165
-4404.369363742763,10964.00533649675
-15400.504336928643,20659.243877225676
-7191.016422553619,-2673.1981207917383
7965.952447753094,-13639.582562776224
-1242.959467322392,-16219.880383400787
8881.982418879967,-26837.38952105746
7114.225276383985,-16856.96764078768
11598.429471852665,-20810.243325919862
5516.675916744506,6518.944189914277
-13653.317974239875,-9860.354033210197
9498.746718338225,-28820.60957698774
2449.838642502298,5408.210695602873
17258.231831327095,-6611.788620095017
-2389.566690150715,684.0282502814024
-5666.800639312786,26084.65341375934
6629.411851615386,17279.16576206811
-3227.0242479680473,-41666.23650254779
-9524.807921709948,-19835.45081669349
-11892.878300061357,39602.5953907678
3101.8545570641345,31621.451739678443
10853.718179091911,-9579.227590831544
-3436.988303996036,2057.7512061174143
-24565.292061638702,16973.70481049514
-2987.385660801681,8744.933529311822
8143.862055802766,31314.287744792746
-27918.678240423666,21108.310716675183
11148.365127317109,-14049.305162793522
-817.0494017413871,-4262.295781015276
8086.1876568503985,-1542.4412414703165
-1335.0081281729467,-11183.443426814407
6275.183566112223,-33810.44875724907
-6108.886641123237,25172.953653226024
16764.65448954663,-35816.43231457487
-4135.80727166623,2102.358431671313
-10466.05322299631,17672.26563701531
7648.539296613237,-15258.449478515126
3487.2961150529636,-9845.675444596123
1950.3966547113898,-4810.470785039837
-8640.839327064627,-3596.9337370649637
7489.812226503295,24400.762776103144
-364.34603756258184,21621.12831606367
-3069.791824799332,-6431.942616119031
-2435.326333062454,38687.64051056476
-1375.2598613491764,31325.26805528922
5579.3639868248665,-26476.51149984392
28441.008242505122,-7846.218093367392
8337.138347346865,-32498.772276200576
27768.56122510942,-5414.400094491866
6873.29698034534,32639.464400322075
-5672.3072909602415,-15478.198265487641
-12868.755805440243,28888.161153073066
5663.467092948417,1958.5627014304314
9285.087328330037,-6277.793081770225
-20003.687599780438,-324.39536746381236
-20100.43021224525,21809.24368240882
-5575.211768770692,6958.185035346825
21050.24182270924,-26095.171472849084
6991.343135864067,9997.35386022349
7992.825724510234,-16283.759090373955
7067.674880063785,-4007.5719466395385
28996.807203971366,-31108.176055696702
6906.334385135003,-1750.195823023893
9370.89196201316,-22025.27247903188
3058.5389690807533,30641.818617963843
3027.179872958097,24198.486954996286
-6209.348423529624,23451.735722726804
8245.411913141594,-26560.923504983562
17093.95076417668,-18461.84695926854
-2003.667394013688,1212.7593466697163
17597.853922246926,2845.465328830641
-11608.24185927867,36637.56361431616
-1560.5682363831725,16016.559501480448
-18709.973913042813,20064.763364257036
8361.242058852316,-2316.934076826659
-1376.3352682290083,-12374.599323751832
-12813.205513940204,22832.737154503007
-5798.275183770406,-1076.8899596716528
-16128.247343115869,21674.49503261223
-848.0807491587394,4990.428719012459
-11728.652717000896,24379.685848888526
-15635.562855846383,12123.893115772127
-23152.157947028623,-20192.67838667142
-17733.955485877465,32553.595846184064
9076.003527995941,12286.14695570369
-179.55066778118714,2502.027842535796
17472.876700771092,-9947.998895448063
-7425.134687076443,11243.319316063062
7959.734249474015,58906.00769863538
-14101.594196710503,2390.046351216416
8817.949632980615,-16635.788032354103
2083.1764104424587,-3813.535898831629
-8136.671447873874,7667.3449915641795
-1075.8414346522695,-11687.931334619403
14129.299984099469,-40314.695527211
1672.6848841082974,19296.71652473772
8567.249477066722,-22481.14575627015
472.5337200588193,-3814.8416924864528
9092.316992985783,-21461.186218231902
14543.860258303699,483.2604094229223
2140.0955579514184,4099.966221694718
-1285.7286774804452,-1899.2238604066008
2880.222557095803,14671.903075131013
5876.465551959854,-22173.097071294535
-9188.408358293816,-1717.8004068151504
2542.4012233145295,7883.8227902725885
24605.192965395407,-47975.301135525144
-7651.633373469558,-13633.649359630064
-5384.272590511086,5689.236993955699
-4293.495990339849,14359.425508290758
-3838.8708975590366,8003.413013221169
20694.51124792826,-29569.307705819447
-1590.1240121217943,4276.866829976279
-1273.0611821633101,-41127.09724021544
-10320.20163208538,32178.940326216947
-8380.047801739593,4127.421047987725
1700.1857784641222,-5052.932505028501
-10988.366079835076,19581.574645491157
-1986.6406607648914,19921.7968020703
15241.81432927019,-10069.68325139654
-393.9959854181975,-10783.566371587352
-12140.849023749752,43763.68971289249
23305.314060385994,-46259.18574083812
3303.389168531547,-26.21885039657957
3217.6338244546514,-28944.28003190835
-7085.0530800655,6229.070129742866
-23995.80275965656,22625.73722260279
95.96584137605532,-11154.123059944694
6755.998408550068,-22735.97869227739
125.55430358261947,15044.390349080342
-5931.705808847308,5524.5393890035475
-2780.733926202569,-19944.016359815978
-7066.819241732144,6048.623597383752
-7292.555560173782,33746.81106990865
-10294.924763496358,-7550.800880721788
5247.049606294394,-10664.306513286185
8497.73866460144,-663.7463986369353
2740.999143602155,876.8958961787862
168.31388002947222,-2148.7620116851876
11252.495576344794,-16165.060717941928
6201.319737878486,-15307.590132690495
-3573.9061620429147,31522.652297616114
-21091.94222427899,-4150.718735194491
1131.402362932184,-187.55185474122135
-15151.853048379131,20997.405238898635
-3066.789284821104,5780.807756283748
-21240.673166970784,25364.04642550329
4096.077797176334,-11908.045525220674
3602.3723430460136,-11835.580977390055
438.35070373809685,14773.54215820485
-8982.149395205823,3918.278180693892
24175.925067337903,-848.1309676528208
14916.222471774887,8508.356502394126
5255.942007575462,-4061.1933219408625
16813.924005652338,-18952.608984276903
935.9523290260197,3048.821960809206
2860.81933922661,-3249.020724000211
8978.450061926742,-23515.903135994453
-12446.939652368748,12690.103526767663
28385.257666429214,-30943.971147975924
-9459.06543156744,14654.482926971277
640.3626605594791,-24776.067562234057
-4894.442132318811,16405.95244583841
411.75783382046393,23690.566177617828
-18295.773599490607,16271.847989361011
4891.9994083835945,17811.627597529605
12286.083250691016,-24942.461199680245
7353.011210586419,-11181.480707381825
-5606.205992449531,-29925.702428261236
-9429.083586225686,2459.516304865345
-2533.881812168499,23151.008896475476
11161.883215703167,3654.2913138351196
-2418.0278318952887,-3102.0828872567427
-30957.299187853714,8984.41849351772
976.2941635789466,-45744.42216954424
-7514.23809644153,41582.865108361264
5202.2504662175425,7874.883378174094
1074.2955217456301,-14470.043305710928
4963.968262365678,-14103.592153538148
5232.321356423212,9199.063331942223
5204.215977368982,-9349.833455370095
-9879.718440750477,37133.91710517303
-1350.1963572224913,25566.282103698464
-6266.56283697726,1259.23823982342
-6006.062353597579,-11795.616040012419
9707.098652909364,-19382.55651483068
-5395.480395206251,-8937.715817760949
2621.0415776342325,-5768.423582708265
1284.5553573850048,-21368.265843901307
4248.019811673305,-20277.07750855797
9420.649658498827,15600.295286763689
-1943.552255066726,8658.550549608362
16501.331077596173,-15678.903433756408
1619.9178245526518,-22820.14025420085
11051.120480933936,-37615.038970305395
8094.616258812788,-11493.067434872437
-18293.647925510366,12209.281255097238
3966.508737387277,674.2113732967383
-14854.313612634376,44904.30532410108
-2423.96524851323,39981.9435799642
10347.970645791946,-1522.4085292757359
-14904.211084704248,1966.134594873175
-3379.5682766191276,9124.821549051665
-8010.551840506238,-19812.173357886968
11907.729281795197,-8675.973795993865
-16067.602334906622,6733.666767265488
35696.37509784292,-73763.85432272623
18942.51143800027,12376.696302562592
4632.985964938158,15685.758601299589
-7217.266894780889,6443.058493273439
-8569.769825786849,-15739.655776034611
5915.525199765549,-26740.207156807868
6928.2984739809635,-1828.3057779097614
10046.299529472086,-30161.447663389168
15277.788865020957,-7413.743132186266
16248.49818944783,-25400.619067769007
-17632.718089185015,30691.57624362572
12769.103260563144,2243.953058715015
7453.585766373829,-30534.51667769024
-8197.736996456184,-9124.843190477222
1230.62148357357,59115.72704153702
511.85361181780536,30365.80522667196
5154.182925944405,-24645.02362715346
16982.30032227344,-13756.177650206002
-1280.188457085509,37688.86857258587
-3922.442247089957,7998.8726364046415
-10630.779642052767,987.9148109899311
-9334.44805136876,-7811.771738067562
25660.695129344727,-10578.923651893241
6201.175406311095,-10851.404330260664
-5493.309098420055,-13090.1596054608
9325.07217318231,-38443.16877290899
-8209.635233224313,19336.97651156794
10186.87535890103,17577.1194083633
-1257.6166001823342,7880.845453923984
19950.258811006337,-19291.72821838674
8754.335129138799,-21455.642494338004
10672.250062078536,16185.73811242528
13645.977284329554,-10265.164504871504
-4719.0195448021605,25894.19056254974
20163.742809521274,-4454.389635130205
-6681.383503671578,-24652.361636996146
7321.473209363462,-3277.6926567443397
-6633.898642642006,17470.2669059514
-2003.3302137258256,-11969.727428209995
-6351.284351582799,-10870.833833761428
-13840.559470419808,31668.93336136659
2151.5686922518044,-32225.136698628732
-17625.91353322623,32187.48441065415
1412.2169465067507,3101.963724222027
462.4773681351835,-17101.86237260074
-9228.339790008407,16145.399810963107
-2503.0487003620283,-4919.872520706379
-5312.024253477522,39342.36710840794
-11281.107377099754,-23948.275900003177
15060.088293893508,-36840.56033243665
